iter	Passed	Remaining
302	437	1005
303	437	1002
304	438	999
305	439	996
306	439	993
307	440	990
308	441	987
309	442	983
310	442	981
311	443	978
312	444	974
313	444	972
314	445	969
315	446	966
316	447	963
317	447	959
318	448	956
319	451	958
320	452	956
321	452	953
322	453	950
323	453	947
324	454	944
325	455	941
326	456	938
327	456	935
328	457	932
329	458	929
330	458	927
331	459	924
332	460	921
333	460	919
334	461	916
335	462	913
336	462	910
337	463	908
338	466	910
339	467	907
340	468	905
341	469	902
342	469	899
343	470	897
344	471	894
345	471	891
346	472	888
347	473	886
348	473	883
349	474	880
350	475	878
351	475	875
352	476	873
353	477	870
354	477	867
355	478	865
356	480	864
357	481	863
358	482	861
359	483	858
360	483	856
361	484	854
362	485	851
363	485	849
364	486	846
365	487	844
366	488	842
367	488	839
368	489	837
369	490	834
370	491	832
371	491	830
372	492	827
373	493	825
374	493	822
375	496	823
376	496	821
377	497	819
378	498	816
379	499	814
380	499	811
381	500	810
382	501	808
383	502	806
384	503	804
385	504	802
386	505	799
387	505	797
388	506	795
389	507	793
390	508	791
391	510	791
392	511	789
393	511	787
394	512	785
395	513	783
396	514	780
397	515	779
398	516	777
399	516	775
400	517	772
401	518	770
402	518	768
403	519	766
404	520	764
405	521	762
406	521	760
407	522	757
408	522	755
409	523	753
410	526	754
411	527	752
412	527	750
413	528	748
414	529	746
415	530	744
416	530	742
417	531	739
418	532	737
419	532	735
420	533	733
421	534	731
422	534	729
423	535	727
424	535	725
425	536	722
426	537	720
427	537	718
428	538	716
429	540	716
430	541	714
431	542	712
432	542	710
433	543	708
434	544	706
435	544	704
436	545	702
437	546	700
438	546	698
439	547	696
440	548	694
441	548	692
442	549	690
443	549	688
444	550	686
445	551	684
446	551	682
447	552	680
448	553	679
449	556	680
450	557	679
451	558	677
452	559	675
453	559	673
454	560	671
455	561	669
456	561	667
457	562	665
458	563	663
459	563	662
460	564	660
461	565	658
462	565	656
463	566	654
464	567	652
465	567	650
466	568	648
467	570	648
468	571	647
469	572	645
470	573	644
471	574	642
472	574	640
473	575	638
474	575	636
475	576	634
476	577	632
477	577	631
478	578	629
479	579	627
480	579	625
481	580	623
482	581	622
483	581	620
484	582	618
485	583	616
486	584	615
487	585	613
488	585	612
489	586	610
490	587	608
491	587	606
492	588	605
493	589	603
494	590	602
495	590	600
496	591	598
497	592	596
498	592	595
499	593	593
500	593	591
501	594	589
502	595	588
503	596	586
504	596	585
505	597	583
506	599	583
507	600	581
508	601	580
509	602	578
510	602	576
511	603	575
512	604	573
513	604	571
514	605	570
515	606	568
516	606	566
517	607	565
518	608	563
519	608	561
520	609	560
521	609	558
522	610	556
523	611	555
524	611	553
525	612	551
526	614	551
527	615	550
528	616	548
529	616	547
530	617	545
531	618	543
532	618	542
533	619	540
534	620	539
535	620	537
536	621	535
537	622	534
538	622	532
539	623	531
540	624	529
541	625	528
542	625	526
543	626	525
544	627	523
545	629	523
546	630	522
547	631	520
548	632	519
549	632	517
550	633	516
551	634	514
552	634	513
553	635	511
554	636	510
555	636	508
556	637	507
557	638	505
558	639	504
559	640	503
560	642	502
561	645	503
562	646	501
563	647	500
564	648	499
565	649	498
566	650	496
567	652	496
568	654	495
569	655	494
570	656	493
571	660	494
572	662	493
573	663	492
574	664	491
575	665	489
576	666	488
577	667	487
578	668	486
579	669	484
580	670	483
581	671	482
582	674	482
583	675	481
584	676	480
585	678	479
586	681	479
587	682	477
588	682	476
589	683	474
590	684	473
591	685	472
592	687	472
593	689	471
594	690	470
595	691	468
596	692	467
597	693	466
598	694	464
599	694	463
600	695	462
601	696	460
602	697	459
603	698	457
604	698	456
605	699	454
606	704	456
607	705	454
608	707	454
609	711	454
610	713	453
611	713	452
612	714	451
613	715	449
614	718	450
615	719	448
616	720	447
617	721	445
618	721	444
619	722	442
620	723	441
621	724	440
622	724	438
623	725	437
624	725	435
625	726	434
626	727	432
627	728	431
628	729	430
629	730	429
630	734	429
631	736	429
632	737	427
633	738	426
634	739	425
635	740	423
636	741	422
637	742	421
638	743	420
639	744	418
640	744	417
641	745	415
642	746	414
643	747	413
644	748	412
645	749	410
646	749	409
647	750	407
648	750	406
649	751	404
650	751	403
651	752	401
652	753	400
653	754	398
654	754	397
655	755	395
656	755	394
657	756	393
658	756	391
659	757	390
660	757	388
661	758	387
662	759	385
663	759	384
664	760	383
665	761	381
666	762	380
667	762	379
668	763	377
669	763	376
670	764	374
671	765	373
672	765	372
673	766	370
674	766	369
675	767	367
676	767	366
677	768	364
678	768	363
679	769	362
680	769	360
681	770	359
682	771	358
683	772	356
684	772	355
685	773	353
686	773	352
687	774	351
688	774	349
689	775	348
690	776	347
691	777	346
692	778	344
693	778	343
694	779	342
695	779	340
696	780	339
697	780	337
698	781	336
699	781	335
700	782	333
701	783	332
702	783	331
703	784	329
704	784	328
705	785	327
706	785	325
707	786	324
708	787	323
709	787	321
710	788	320
711	788	318
712	789	317
713	789	316
714	790	315
715	792	314
716	793	313
717	793	311
718	794	310
719	794	309
720	795	307
721	795	306
722	796	305
723	797	303
724	797	302
725	798	301
726	798	299
727	799	298
728	799	297
729	800	296
730	800	294
731	801	293
732	802	292
733	802	290
734	803	289
735	803	288
736	804	287
737	804	285
738	805	284
739	806	283
740	807	282
741	807	280
742	808	279
743	809	278
744	810	277
745	810	275
746	811	274
747	811	273
748	812	272
749	812	270
750	813	269
751	813	268
752	814	267
753	814	265
754	815	264
755	816	263
756	816	262
757	817	260
758	817	259
759	818	258
760	819	257
761	819	255
762	820	254
763	820	253
764	821	252
765	822	251
766	823	250
767	823	248
768	824	247
769	824	246
770	825	245
771	825	243
772	826	242
773	827	241
774	827	240
775	828	239
776	828	237
777	829	236
778	829	235
779	830	234
780	831	233
781	831	231
782	832	230
783	832	229
784	833	228
785	833	226
786	834	225
787	835	224
788	836	223
789	837	222
790	838	221
791	838	220
792	839	219
793	839	217
794	840	216
795	840	215
796	841	214
797	842	213
798	842	212
799	843	210
800	843	209
801	844	208
802	844	207
803	845	206
804	845	204
805	846	203
806	847	202
807	847	201
808	848	200
809	848	199
810	849	197
811	849	196
812	851	195
813	851	194
814	852	193
815	853	192
816	854	191
817	855	190
818	855	189
819	856	188
820	857	186
821	857	185
822	858	184
823	859	183
824	859	182
825	860	181
826	861	180
827	861	179
828	862	177
829	863	176
830	863	175
831	864	174
832	864	173
833	867	172
834	867	171
835	868	170
836	869	169
837	869	168
838	870	167
839	870	165
840	871	164
841	872	163
842	872	162
843	873	161
844	874	160
845	874	159
846	875	158
847	875	156
848	876	155
849	877	154
850	877	153
851	878	152
852	878	151
853	879	150
854	880	149
855	881	148
856	882	147
857	882	146
858	883	145
859	884	143
860	884	142
861	885	141
862	885	140
863	886	139
864	887	138
865	887	137
866	888	136
867	888	135
868	889	134
869	890	133
870	890	131
871	891	130
872	891	129
873	892	128
874	893	127
875	898	127
876	899	126
877	899	125
878	900	123
879	901	122
880	901	121
881	902	120
882	903	119
883	903	118
884	904	117
885	904	116
886	905	115
887	906	114
888	906	113
889	907	112
890	907	111
891	908	109
892	908	108
893	909	107
894	910	106
895	911	105
896	911	104
897	912	103
898	912	102
899	913	101
900	913	100
901	914	99
902	914	98
903	915	97
904	916	96
905	916	95
906	917	94
907	918	93
908	918	91
909	919	90
910	919	89
911	920	88
912	920	87
913	921	86
914	921	85
915	922	84
916	922	83
917	923	82
918	923	81
919	924	80
920	925	79
921	926	78
922	926	77
923	927	76
924	927	75
925	928	74
926	928	73
927	929	72
928	929	71
929	930	70
930	930	68
931	931	67
932	931	66
933	932	65
934	932	64
935	933	63
936	933	62
937	934	61
938	934	60
939	935	59
940	936	58
941	936	57
942	937	56
943	937	55
944	938	54
945	938	53
946	939	52
947	940	51
948	941	50
949	941	49
950	942	48
951	942	47
952	943	46
953	943	45
954	944	44
955	944	43
956	945	42
957	945	41
958	946	40
959	946	39
960	947	38
961	948	37
962	948	36
963	949	35
964	949	34
965	950	33
966	950	32
967	951	31
968	951	30
969	952	29
970	952	28
971	953	27
972	953	26
973	955	25
974	955	24
975	956	23
976	956	22
977	957	21
978	957	20
979	958	19
980	958	18
981	959	17
982	959	16
983	960	15
984	960	14
985	961	13
986	962	12
987	962	11
988	963	10
989	963	9
990	964	8
991	964	7
992	965	6
993	965	5
994	966	4
995	966	3
996	967	2
997	967	1
998	968	0
999	969	0
